DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
1987-11-23	0.25           	1.341          	0.00           
1987-11-24	5.75           	1.475          	0.00           
1987-11-25	9.00           	1.267          	0.00           
1987-11-26	8.00           	1.125          	0.00           
1987-11-27	4.75           	0.993          	0.00           
1987-11-28	3.25           	0.511          	10.00          
1987-11-29	6.75           	1.057          	24.00          
1987-11-30	7.75           	1.148          	44.00          
1987-12-01	4.25           	0.828          	0.00           
1987-12-02	2.50           	0.763          	0.00           
1987-12-03	1.25           	0.695          	0.00           
1987-12-04	2.00           	0.549          	2.00           
1987-12-05	1.00           	0.616          	0.00           
1987-12-06	2.00           	0.778          	0.00           
1987-12-07	1.50           	0.794          	0.00           
1987-12-08	2.75           	0.788          	0.00           
1987-12-09	3.75           	1.254          	0.00           
1987-12-10	4.75           	0.904          	0.00           
1987-12-11	5.50           	0.923          	0.00           
1987-12-12	6.00           	1.248          	0.00           
1987-12-13	3.75           	0.915          	0.00           
1987-12-14	2.50           	0.632          	0.00           
1987-12-15	2.75           	0.801          	9.00           
1987-12-16	2.25           	0.761          	13.00          
1987-12-17	1.50           	0.560          	0.00           
1987-12-18	-1.25          	0.593          	0.00           
1987-12-19	0.00           	0.736          	0.00           
1987-12-20	3.50           	0.888          	12.00          
1987-12-21	3.50           	0.857          	0.00           
1987-12-22	0.00           	0.705          	0.00           
1987-12-23	2.25           	0.995          	0.00           
1987-12-24	2.75           	0.999          	0.00           
1987-12-25	6.00           	1.020          	4.00           
1987-12-26	4.75           	0.915          	4.00           
1987-12-27	-0.50          	0.577          	0.00           
1987-12-28	-0.50          	0.599          	4.00           
1987-12-29	-4.50          	0.730          	3.00           
1987-12-30	-8.25          	0.549          	0.00           
1987-12-31	-7.50          	0.881          	0.00           
1988-01-01	-0.25          	0.974          	0.00           
1988-01-02	-5.50          	0.650          	0.00           
1988-01-03	-7.75          	0.464          	0.00           
1988-01-04	-2.75          	0.903          	3.00           
1988-01-05	-8.00          	0.867          	0.00           
1988-01-06	-11.50         	0.386          	0.00           
1988-01-07	-11.25         	0.359          	0.00           
1988-01-08	-8.50          	0.463          	5.00           
1988-01-09	-7.25          	0.558          	0.00           
1988-01-10	-9.75          	0.632          	0.00           
1988-01-11	-12.25         	0.641          	0.00           
1988-01-12	-9.75          	0.763          	0.00           
1988-01-13	-3.50          	1.177          	0.00           
1988-01-14	-8.75          	0.897          	0.00           
1988-01-15	-12.50         	0.410          	0.00           
1988-01-16	-8.25          	0.862          	0.00           
1988-01-17	-3.75          	0.992          	0.00           
1988-01-18	1.50           	0.841          	9.00           
1988-01-19	2.00           	0.764          	3.00           
1988-01-20	2.25           	0.652          	19.00          
1988-01-21	3.25           	0.835          	2.00           
1988-01-22	0.50           	0.833          	0.00           
1988-01-23	-3.25          	0.740          	0.00           
1988-01-24	0.75           	1.327          	0.00           
1988-01-25	1.00           	0.784          	0.00           
1988-01-26	-4.50          	0.802          	16.00          
1988-01-27	-10.25         	0.743          	0.00           
1988-01-28	-11.00         	0.770          	0.00           
1988-01-29	-9.75          	0.637          	0.00           
1988-01-30	-3.50          	1.071          	0.00           
1988-01-31	1.50           	1.539          	0.00           
1988-02-01	6.00           	1.535          	2.00           
1988-02-02	6.50           	1.417          	10.00          
1988-02-03	0.50           	0.981          	4.00           
1988-02-04	-0.75          	0.844          	22.00          
1988-02-05	-4.75          	0.815          	0.00           
1988-02-06	-9.50          	0.726          	0.00           
1988-02-07	-10.00         	0.700          	0.00           
1988-02-08	-4.25          	0.811          	0.00           
1988-02-09	-3.00          	0.984          	0.00           
1988-02-10	-0.75          	1.014          	0.00           
1988-02-11	-1.25          	1.106          	0.00           
1988-02-12	-1.25          	0.812          	29.00          
1988-02-13	-5.50          	0.736          	0.00           
1988-02-14	-5.50          	0.933          	0.00           
1988-02-15	-0.50          	1.313          	0.00           
1988-02-16	1.25           	1.241          	8.00           
1988-02-17	1.50           	1.379          	0.00           
1988-02-18	3.25           	1.337          	0.00           
1988-02-19	1.25           	1.153          	0.00           
1988-02-20	4.00           	1.292          	16.00          
1988-02-21	-1.75          	1.609          	0.00           
1988-02-22	-1.75          	1.964          	0.00           
1988-02-23	3.50           	1.460          	0.00           
1988-02-24	0.75           	1.236          	0.00           
1988-02-25	-3.00          	0.954          	0.00           
1988-02-26	-3.25          	0.956          	0.00           
1988-02-27	-0.75          	0.655          	0.00           
1988-02-28	-0.50          	1.182          	0.00           
1988-03-01	0.75           	1.467          	0.00           
1988-03-02	1.00           	1.494          	0.00           
1988-03-03	1.75           	1.928          	0.00           
1988-03-04	5.75           	1.410          	0.00           
1988-03-05	4.00           	0.883          	10.00          
1988-03-06	0.50           	1.525          	14.00          
1988-03-07	0.75           	1.629          	0.00           
1988-03-08	3.25           	2.137          	0.00           
1988-03-09	4.75           	2.207          	0.00           
1988-03-10	6.00           	2.188          	0.00           
1988-03-11	6.75           	2.260          	0.00           
1988-03-12	3.75           	2.012          	0.00           
1988-03-13	5.75           	2.537          	0.00           
1988-03-14	8.25           	2.351          	0.00           
1988-03-15	4.00           	1.602          	0.00           
1988-03-16	-0.25          	0.976          	0.00           
1988-03-17	-0.75          	1.204          	0.00           
1988-03-18	2.00           	1.726          	0.00           
1988-03-19	2.00           	1.155          	0.00           
1988-03-20	1.50           	1.425          	0.00           
1988-03-21	0.50           	1.414          	0.00           
1988-03-22	-3.00          	1.586          	0.00           
1988-03-23	-2.25          	1.662          	0.00           
1988-03-24	3.25           	2.548          	0.00           
1988-03-25	12.25          	3.817          	0.00           
1988-03-26	16.00          	4.923          	0.00           
1988-03-27	14.50          	2.831          	20.00          
1988-03-28	8.50           	1.798          	9.00           
1988-03-29	8.25           	2.631          	0.00           
1988-03-30	11.25          	3.279          	0.00           
1988-03-31	11.75          	3.098          	0.00           
1988-04-01	12.50          	3.145          	0.00           
1988-04-02	12.00          	1.233          	0.00           
1988-04-03	11.75          	1.579          	0.00           
1988-04-04	12.50          	1.546          	0.00           
1988-04-05	16.25          	3.293          	2.00           
1988-04-06	15.25          	4.407          	0.00           
1988-04-07	13.75          	3.354          	0.00           
1988-04-08	8.75           	1.520          	10.00          
1988-04-09	7.00           	0.985          	9.00           
1988-04-10	7.75           	2.388          	0.00           
1988-04-11	9.00           	3.235          	0.00           
1988-04-12	9.25           	3.572          	0.00           
1988-04-13	8.00           	1.683          	0.00           
1988-04-14	6.00           	2.821          	0.00           
1988-04-15	5.75           	2.334          	0.00           
1988-04-16	8.50           	2.220          	0.00           
1988-04-17	6.75           	2.511          	0.00           
1988-04-18	8.00           	3.764          	0.00           
1988-04-19	10.50          	2.153          	7.00           
1988-04-20	5.50           	2.728          	0.00           
1988-04-21	6.25           	2.874          	0.00           
1988-04-22	8.25           	2.932          	0.00           
1988-04-23	7.00           	3.521          	0.00           
1988-04-24	7.00           	2.257          	0.00           
1988-04-25	8.50           	1.352          	3.00           
1988-04-26	8.50           	3.493          	0.00           
1988-04-27	9.25           	3.872          	0.00           
1988-04-28	11.50          	3.188          	0.00           
1988-04-29	10.00          	2.861          	11.00          
1988-04-30	7.75           	1.647          	4.00           
1988-05-01	9.25           	1.938          	4.00           
1988-05-02	10.50          	3.195          	0.00           
1988-05-03	9.50           	2.772          	0.00           
1988-05-04	9.25           	2.417          	0.00           
1988-05-05	11.50          	2.047          	3.00           
1988-05-06	12.50          	0.952          	10.00          
1988-05-07	13.50          	1.231          	13.00          
1988-05-08	16.00          	5.062          	9.00           
1988-05-09	13.75          	4.851          	0.00           
1988-05-10	13.75          	4.144          	0.00           
1988-05-11	16.50          	2.893          	5.00           
1988-05-12	15.75          	4.060          	11.00          
1988-05-13	13.75          	4.623          	0.00           
1988-05-14	17.25          	5.593          	0.00           
1988-05-15	16.75          	4.789          	0.00           
1988-05-16	15.50          	3.813          	0.00           
1988-05-17	16.50          	1.786          	6.00           
1988-05-18	17.25          	2.091          	6.00           
1988-05-19	16.25          	1.581          	25.00          
1988-05-20	14.50          	0.935          	54.00          
1988-05-21	15.75          	1.365          	7.00           
1988-05-22	18.00          	3.050          	3.00           
1988-05-23	19.75          	3.776          	0.00           
1988-05-24	21.25          	4.706          	0.00           
1988-05-25	21.25          	3.993          	5.00           
1988-05-26	14.75          	3.315          	7.00           
1988-05-27	12.00          	4.605          	0.00           
1988-05-28	15.75          	5.402          	0.00           
1988-05-29	19.50          	5.289          	0.00           
1988-05-30	21.00          	5.712          	0.00           
1988-05-31	22.25          	4.984          	0.00           
1988-06-01	23.00          	7.009          	0.00           
1988-06-02	23.00          	5.515          	0.00           
1988-06-03	17.75          	5.284          	5.00           
1988-06-04	14.00          	2.637          	0.00           
1988-06-05	12.25          	3.168          	0.00           
1988-06-06	16.00          	5.779          	0.00           
1988-06-07	22.50          	6.071          	0.00           
1988-06-08	23.50          	5.218          	0.00           
1988-06-09	18.75          	3.783          	0.00           
1988-06-10	14.00          	3.537          	13.00          
1988-06-11	12.25          	4.070          	0.00           
1988-06-12	14.25          	5.334          	0.00           
1988-06-13	19.25          	6.268          	0.00           
1988-06-14	22.00          	6.442          	0.00           
1988-06-15	23.75          	6.375          	0.00           
1988-06-16	25.25          	6.368          	0.00           
1988-06-17	25.50          	4.910          	0.00           
1988-06-18	23.00          	4.429          	7.00           
1988-06-19	20.75          	4.791          	0.00           
1988-06-20	22.25          	4.753          	0.00           
1988-06-21	25.25          	6.038          	0.00           
1988-06-22	26.25          	5.962          	0.00           
1988-06-23	26.00          	5.807          	0.00           
1988-06-24	26.00          	5.174          	0.00           
1988-06-25	18.75          	5.647          	0.00           
1988-06-26	20.25          	5.552          	0.00           
1988-06-27	23.00          	5.166          	0.00           
1988-06-28	19.50          	5.532          	0.00           
1988-06-29	18.25          	5.652          	0.00           
1988-06-30	21.25          	5.375          	0.00           
1988-07-01	16.00          	5.724          	0.00           
1988-07-02	14.75          	4.175          	0.00           
1988-07-03	17.00          	5.283          	0.00           
1988-07-04	19.75          	5.817          	0.00           
1988-07-05	23.00          	5.546          	0.00           
1988-07-06	24.00          	5.284          	0.00           
1988-07-07	26.00          	6.316          	0.00           
1988-07-08	27.75          	5.727          	0.00           
1988-07-09	28.25          	5.848          	0.00           
1988-07-10	27.50          	4.624          	0.00           
1988-07-11	27.50          	6.186          	0.00           
1988-07-12	28.25          	5.652          	0.00           
1988-07-13	26.75          	3.607          	5.00           
1988-07-14	24.75          	6.011          	0.00           
1988-07-15	26.25          	6.029          	0.00           
1988-07-16	27.25          	6.690          	0.00           
1988-07-17	28.25          	6.729          	0.00           
1988-07-18	28.75          	5.269          	15.00          
1988-07-19	27.25          	6.453          	11.00          
1988-07-20	26.50          	2.585          	14.00          
1988-07-21	25.50          	2.186          	25.00          
1988-07-22	24.75          	2.405          	21.00          
1988-07-23	24.00          	3.689          	0.00           
1988-07-24	23.00          	2.538          	59.00          
1988-07-25	23.25          	4.676          	50.00          
1988-07-26	23.00          	5.211          	0.00           
1988-07-27	22.50          	3.122          	48.00          
1988-07-28	22.75          	3.263          	28.00          
1988-07-29	23.25          	4.058          	0.00           
1988-07-30	25.75          	5.901          	0.00           
1988-07-31	26.50          	5.359          	0.00           
1988-08-01	25.75          	5.060          	0.00           
1988-08-02	25.25          	4.810          	0.00           
1988-08-03	26.50          	4.802          	0.00           
1988-08-04	27.00          	4.697          	0.00           
1988-08-05	26.25          	4.690          	0.00           
1988-08-06	26.25          	4.715          	0.00           
1988-08-07	25.75          	3.291          	0.00           
1988-08-08	24.75          	4.322          	0.00           
1988-08-09	23.50          	4.774          	0.00           
1988-08-10	24.25          	4.905          	0.00           
1988-08-11	26.00          	4.600          	0.00           
1988-08-12	27.25          	4.402          	0.00           
1988-08-13	27.75          	4.263          	0.00           
1988-08-14	28.00          	4.490          	0.00           
1988-08-15	28.00          	4.494          	0.00           
1988-08-16	28.25          	6.159          	0.00           
1988-08-17	25.50          	6.050          	0.00           
1988-08-18	24.00          	4.900          	0.00           
1988-08-19	24.50          	4.611          	0.00           
1988-08-20	18.75          	2.529          	11.00          
1988-08-21	17.50          	1.338          	12.00          
1988-08-22	19.50          	4.000          	0.00           
1988-08-23	16.50          	3.944          	0.00           
1988-08-24	16.50          	2.643          	0.00           
1988-08-25	20.50          	3.171          	19.00          
1988-08-26	21.00          	4.353          	17.00          
1988-08-27	20.50          	4.017          	0.00           
1988-08-28	22.25          	4.980          	17.00          
1988-08-29	24.25          	5.161          	0.00           
1988-08-30	22.25          	1.961          	20.00          
1988-08-31	18.75          	3.542          	20.00          
1988-09-01	17.75          	3.614          	0.00           
1988-09-02	17.75          	4.023          	0.00           
1988-09-03	17.75          	3.886          	0.00           
1988-09-04	18.25          	3.430          	0.00           
1988-09-05	18.75          	1.664          	25.00          
1988-09-06	17.75          	2.998          	44.00          
1988-09-07	13.25          	3.399          	0.00           
1988-09-08	13.50          	3.449          	0.00           
1988-09-09	14.00          	3.446          	0.00           
1988-09-10	17.00          	3.326          	0.00           
1988-09-11	19.00          	4.498          	0.00           
1988-09-12	17.00          	3.911          	0.00           
1988-09-13	15.50          	3.441          	0.00           
1988-09-14	20.00          	3.626          	14.00          
1988-09-15	17.25          	4.261          	0.00           
1988-09-16	14.75          	3.700          	0.00           
1988-09-17	11.75          	2.842          	0.00           
1988-09-18	13.50          	1.445          	0.00           
1988-09-19	17.25          	1.926          	8.00           
1988-09-20	19.50          	2.728          	0.00           
1988-09-21	21.50          	2.570          	0.00           
1988-09-22	19.25          	2.400          	0.00           
1988-09-23	17.50          	1.855          	0.00           
1988-09-24	19.75          	3.633          	0.00           
1988-09-25	17.25          	2.203          	4.00           
1988-09-26	13.75          	0.975          	7.00           
1988-09-27	14.25          	2.967          	0.00           
1988-09-28	14.50          	2.664          	0.00           
1988-09-29	16.00          	3.393          	0.00           
1988-09-30	12.75          	1.913          	0.00           
1988-10-01	14.25          	2.418          	0.00           
1988-10-02	17.00          	2.940          	0.00           
1988-10-03	19.00          	2.752          	0.00           
1988-10-04	15.75          	2.164          	0.00           
1988-10-05	13.25          	1.838          	0.00           
1988-10-06	10.50          	1.988          	4.00           
1988-10-07	7.50           	1.738          	0.00           
1988-10-08	7.50           	1.536          	0.00           
1988-10-09	6.25           	1.797          	0.00           
1988-10-10	7.25           	2.019          	0.00           
1988-10-11	11.00          	2.526          	0.00           
1988-10-12	10.25          	2.356          	0.00           
1988-10-13	6.50           	1.905          	0.00           
1988-10-14	4.75           	1.587          	0.00           
1988-10-15	5.25           	2.189          	0.00           
1988-10-16	10.00          	2.538          	0.00           
1988-10-17	13.50          	2.785          	0.00           
1988-10-18	14.75          	2.882          	0.00           
1988-10-19	14.25          	2.262          	0.00           
1988-10-20	9.25           	1.575          	0.00           
1988-10-21	6.25           	1.519          	0.00           
1988-10-22	6.50           	1.425          	0.00           
1988-10-23	7.50           	0.913          	32.00          
1988-10-24	7.75           	1.465          	3.00           
1988-10-25	9.50           	1.467          	6.00           
1988-10-26	7.50           	1.610          	0.00           
1988-10-27	4.25           	1.570          	0.00           
1988-10-28	3.00           	1.503          	0.00           
1988-10-29	5.75           	1.896          	0.00           
1988-10-30	5.50           	1.850          	0.00           
1988-10-31	3.75           	1.434          	0.00           
1988-11-01	1.25           	1.191          	0.00           
1988-11-02	3.50           	0.881          	0.00           
1988-11-03	5.75           	1.227          	0.00           
1988-11-04	6.50           	1.541          	0.00           
1988-11-05	9.25           	2.086          	0.00           
1988-11-06	13.25          	2.095          	7.00           
1988-11-07	10.75          	1.592          	11.00          
1988-11-08	7.25           	1.089          	0.00           
1988-11-09	4.75           	1.085          	0.00           
1988-11-10	6.25           	1.110          	0.00           
1988-11-11	7.00           	1.520          	0.00           
1988-11-12	7.00           	1.406          	0.00           
1988-11-13	2.50           	1.207          	0.00           
1988-11-14	6.25           	1.484          	10.00          
1988-11-15	7.50           	1.975          	15.00          
1988-11-16	8.25           	1.237          	0.00           
1988-11-17	9.75           	1.633          	0.00           
1988-11-18	9.50           	1.701          	11.00          
1988-11-19	4.50           	1.298          	0.00           
1988-11-20	3.00           	0.846          	0.00           
1988-11-21	6.25           	0.982          	31.00          
1988-11-22	8.00           	1.674          	16.00          
1988-11-23	2.25           	0.895          	0.00           
1988-11-24	1.75           	0.927          	0.00           
1988-11-25	2.00           	1.224          	0.00           
1988-11-26	3.00           	1.080          	0.00           
1988-11-27	5.50           	1.315          	0.00           
1988-11-28	9.00           	1.987          	8.00           
1988-11-29	8.75           	1.475          	9.00           
1988-11-30	3.00           	0.944          	0.00           
1988-12-01	2.25           	1.224          	0.00           
1988-12-02	2.75           	0.879          	0.00           
1988-12-03	1.00           	0.936          	0.00           
1988-12-04	4.75           	1.754          	0.00           
1988-12-05	4.25           	1.678          	0.00           
1988-12-06	1.25           	0.690          	0.00           
1988-12-07	3.00           	1.209          	0.00           
1988-12-08	4.00           	1.523          	0.00           
1988-12-09	3.25           	0.899          	0.00           
1988-12-10	-0.25          	0.646          	0.00           
1988-12-11	-3.75          	0.717          	0.00           
1988-12-12	-6.50          	0.583          	0.00           
1988-12-13	-11.25         	0.449          	0.00           
1988-12-14	-11.00         	0.397          	0.00           
1988-12-15	-3.25          	0.808          	0.00           
1988-12-16	0.75           	1.078          	0.00           
1988-12-17	-4.00          	0.709          	0.00           
1988-12-18	-6.00          	0.390          	0.00           
1988-12-19	-6.50          	0.702          	0.00           
1988-12-20	-0.75          	0.866          	0.00           
1988-12-21	2.50           	1.539          	0.00           
1988-12-22	5.50           	1.325          	0.00           
1988-12-23	1.00           	0.848          	3.00           
1988-12-24	0.00           	0.712          	5.00           
1988-12-25	2.75           	0.682          	9.00           
1988-12-26	4.50           	0.970          	8.00           
1988-12-27	1.00           	0.883          	0.00           
1988-12-28	1.25           	0.701          	0.00           
1988-12-29	5.75           	1.925          	0.00           
1988-12-30	0.50           	0.832          	3.00           
1988-12-31	-3.25          	0.513          	0.00           
1989-01-01	-0.50          	0.546          	0.00           
1989-01-02	0.75           	0.566          	1.00           
1989-01-03	-0.25          	0.662          	0.00           
1989-01-04	-5.75          	0.652          	2.00           
1989-01-05	-9.25          	0.380          	0.00           
1989-01-06	-6.75          	0.362          	9.00           
1989-01-07	-3.50          	0.412          	3.00           
1989-01-08	1.50           	0.901          	11.00          
1989-01-09	1.75           	0.779          	0.00           
1989-01-10	-1.25          	0.560          	0.00           
1989-01-11	1.00           	0.807          	0.00           
1989-01-12	0.50           	0.606          	8.00           
1989-01-13	0.50           	0.909          	0.00           
1989-01-14	-3.75          	0.824          	0.00           
1989-01-15	2.25           	0.949          	14.00          
1989-01-16	1.50           	0.944          	0.00           
1989-01-17	1.50           	1.416          	0.00           
1989-01-18	3.00           	1.214          	0.00           
1989-01-19	4.00           	1.291          	0.00           
1989-01-20	2.25           	1.476          	0.00           
1989-01-21	-4.25          	1.024          	0.00           
1989-01-22	-3.50          	0.957          	0.00           
1989-01-23	1.00           	1.018          	0.00           
1989-01-24	4.00           	1.605          	0.00           
1989-01-25	3.50           	1.044          	0.00           
1989-01-26	3.75           	0.835          	0.00           
1989-01-27	3.25           	1.233          	0.00           
1989-01-28	1.50           	1.281          	0.00           
1989-01-29	4.00           	1.155          	0.00           
1989-01-30	7.50           	1.148          	3.00           
1989-01-31	5.50           	1.320          	0.00           
1989-02-01	7.25           	1.660          	0.00           
1989-02-02	7.50           	1.416          	0.00           
1989-02-03	2.50           	1.043          	2.00           
1989-02-04	-4.50          	0.810          	0.00           
1989-02-05	-5.00          	0.429          	0.00           
1989-02-06	-1.50          	0.743          	2.00           
1989-02-07	-1.75          	0.850          	0.00           
1989-02-08	-3.25          	1.098          	0.00           
1989-02-09	-6.25          	0.904          	0.00           
1989-02-10	-7.25          	0.809          	0.00           
1989-02-11	-2.50          	1.201          	0.00           
1989-02-12	-1.75          	1.447          	0.00           
1989-02-13	-4.00          	1.029          	0.00           
1989-02-14	2.00           	0.931          	5.00           
1989-02-15	4.75           	0.713          	7.00           
1989-02-16	2.25           	1.094          	8.00           
1989-02-17	-3.50          	0.920          	0.00           
1989-02-18	-4.00          	0.769          	0.00           
1989-02-19	-1.75          	1.057          	0.00           
1989-02-20	2.50           	1.321          	0.00           
1989-02-21	5.25           	1.114          	12.00          
1989-02-22	5.00           	0.852          	17.00          
1989-02-23	0.00           	1.218          	5.00           
1989-02-24	-4.50          	1.301          	0.00           
1989-02-25	-5.75          	1.264          	0.00           
1989-02-26	-1.00          	0.847          	0.00           
1989-02-27	-0.50          	1.181          	2.00           
1989-02-28	-1.50          	1.055          	0.00           
1989-03-01	-0.75          	1.393          	0.00           
1989-03-02	-0.50          	1.297          	0.00           
1989-03-03	0.75           	1.107          	0.00           
1989-03-04	2.25           	0.766          	0.00           
1989-03-05	2.00           	0.653          	2.00           
1989-03-06	-2.00          	1.047          	11.00          
1989-03-07	-8.00          	0.774          	16.00          
1989-03-08	-9.25          	1.081          	0.00           
1989-03-09	-5.50          	1.458          	0.00           
1989-03-10	-1.75          	1.613          	0.00           
1989-03-11	-0.75          	1.505          	0.00           
1989-03-12	1.75           	1.334          	0.00           
1989-03-13	-1.75          	1.468          	0.00           
1989-03-14	1.75           	1.264          	0.00           
1989-03-15	10.25          	2.977          	0.00           
1989-03-16	8.50           	2.738          	0.00           
1989-03-17	8.75           	3.377          	0.00           
1989-03-18	12.75          	3.227          	0.00           
1989-03-19	3.50           	2.151          	3.00           
1989-03-20	-1.00          	1.089          	0.00           
1989-03-21	2.25           	1.291          	8.00           
1989-03-22	0.75           	1.854          	0.00           
1989-03-23	0.75           	1.795          	0.00           
1989-03-24	1.75           	1.030          	13.00          
1989-03-25	7.50           	2.554          	13.00          
1989-03-26	10.50          	2.952          	0.00           
1989-03-27	12.00          	3.664          	0.00           
1989-03-28	17.75          	3.903          	0.00           
1989-03-29	18.75          	2.518          	4.00           
1989-03-30	11.75          	2.017          	7.00           
1989-03-31	6.25           	0.904          	10.00          
1989-04-01	4.75           	1.593          	0.00           
1989-04-02	4.25           	2.152          	0.00           
1989-04-03	10.00          	2.112          	2.00           
1989-04-04	14.50          	3.136          	0.00           
1989-04-05	14.25          	1.776          	2.00           
1989-04-06	8.50           	1.617          	0.00           
1989-04-07	5.25           	1.795          	0.00           
1989-04-08	5.00           	2.234          	0.00           
1989-04-09	6.75           	2.008          	1.00           
1989-04-10	3.50           	2.027          	0.00           
1989-04-11	2.50           	2.212          	0.00           
1989-04-12	4.25           	2.654          	0.00           
1989-04-13	5.75           	2.302          	0.00           
1989-04-14	5.50           	3.136          	0.00           
1989-04-15	7.75           	1.166          	0.00           
1989-04-16	9.25           	2.350          	4.00           
1989-04-17	10.50          	4.033          	0.00           
1989-04-18	14.75          	3.429          	0.00           
1989-04-19	11.00          	3.643          	3.00           
1989-04-20	8.50           	3.756          	0.00           
1989-04-21	10.25          	2.846          	0.00           
1989-04-22	9.00           	3.458          	0.00           
1989-04-23	6.50           	3.755          	0.00           
1989-04-24	7.25           	4.033          	0.00           
1989-04-25	10.75          	3.606          	0.00           
1989-04-26	13.50          	4.002          	0.00           
1989-04-27	13.75          	4.959          	0.00           
1989-04-28	12.75          	3.760          	0.00           
1989-04-29	12.50          	1.471          	0.00           
1989-04-30	15.75          	3.495          	0.00           
1989-05-01	15.75          	2.103          	0.00           
1989-05-02	12.25          	2.163          	33.00          
1989-05-03	10.25          	2.767          	0.00           
1989-05-04	10.25          	3.925          	0.00           
1989-05-05	12.75          	1.826          	34.00          
1989-05-06	14.50          	2.621          	69.00          
1989-05-07	10.25          	2.436          	10.00          
1989-05-08	8.50           	1.888          	3.00           
1989-05-09	10.00          	2.147          	2.00           
1989-05-10	9.75           	1.377          	16.00          
1989-05-11	8.50           	1.114          	8.00           
1989-05-12	8.25           	1.624          	0.00           
1989-05-13	10.25          	2.323          	1.00           
1989-05-14	13.00          	2.233          	4.00           
1989-05-15	15.00          	2.206          	11.00          
1989-05-16	14.25          	1.467          	27.00          
1989-05-17	17.00          	4.309          	26.00          
1989-05-18	19.00          	4.980          	0.00           
1989-05-19	20.25          	5.018          	0.00           
1989-05-20	20.75          	5.225          	0.00           
1989-05-21	20.25          	5.246          	0.00           
1989-05-22	17.50          	5.089          	0.00           
1989-05-23	16.50          	2.089          	13.00          
1989-05-24	14.75          	1.908          	9.00           
1989-05-25	16.50          	4.234          	0.00           
1989-05-26	20.75          	3.712          	0.00           
1989-05-27	19.50          	3.592          	3.00           
1989-05-28	14.50          	5.467          	2.00           
1989-05-29	15.25          	5.090          	0.00           
1989-05-30	18.50          	4.101          	0.00           
1989-05-31	21.50          	3.300          	0.00           
1989-06-01	24.75          	5.459          	0.00           
1989-06-02	24.25          	4.867          	0.00           
1989-06-03	21.25          	5.225          	0.00           
1989-06-04	21.50          	4.497          	6.00           
1989-06-05	19.25          	2.795          	0.00           
1989-06-06	19.00          	2.278          	4.00           
1989-06-07	17.00          	1.622          	8.00           
1989-06-08	18.50          	3.218          	7.00           
1989-06-09	18.75          	1.612          	0.00           
1989-06-10	19.75          	4.152          	21.00          
1989-06-11	17.50          	5.426          	0.00           
1989-06-12	17.00          	3.634          	3.00           
1989-06-13	19.00          	2.215          	7.00           
1989-06-14	18.50          	1.374          	13.00          
1989-06-15	18.25          	1.661          	6.00           
1989-06-16	20.00          	2.607          	29.00          
1989-06-17	20.75          	4.515          	5.00           
1989-06-18	19.50          	5.201          	0.00           
1989-06-19	21.00          	4.337          	0.00           
1989-06-20	22.00          	3.666          	0.00           
1989-06-21	23.25          	3.452          	0.00           
1989-06-22	24.25          	3.003          	15.00          
1989-06-23	24.00          	3.208          	8.00           
1989-06-24	23.75          	4.057          	7.00           
1989-06-25	23.75          	4.421          	0.00           
1989-06-26	24.50          	4.717          	0.00           
1989-06-27	26.00          	5.262          	0.00           
1989-06-28	24.25          	3.498          	15.00          
1989-06-29	19.25          	4.830          	0.00           
1989-06-30	17.25          	5.235          	0.00           
1989-07-01	19.25          	5.204          	0.00           
1989-07-02	22.00          	4.951          	0.00           
1989-07-03	23.75          	4.137          	0.00           
1989-07-04	23.00          	2.605          	0.00           
1989-07-05	21.00          	1.937          	22.00          
1989-07-06	21.75          	2.694          	5.00           
1989-07-07	24.00          	5.100          	0.00           
1989-07-08	23.50          	5.645          	0.00           
1989-07-09	22.00          	5.441          	0.00           
1989-07-10	25.00          	5.967          	0.00           
1989-07-11	27.00          	6.498          	0.00           
1989-07-12	23.25          	3.088          	0.00           
1989-07-13	19.00          	3.079          	50.00          
1989-07-14	20.25          	4.505          	9.00           
1989-07-15	19.75          	4.966          	0.00           
1989-07-16	19.75          	1.700          	22.00          
1989-07-17	20.00          	3.942          	27.00          
1989-07-18	20.50          	4.030          	0.00           
1989-07-19	21.00          	3.576          	0.00           
1989-07-20	23.00          	3.161          	9.00           
1989-07-21	21.75          	2.113          	6.00           
1989-07-22	22.75          	3.178          	0.00           
1989-07-23	25.00          	4.859          	0.00           
1989-07-24	25.50          	4.837          	0.00           
1989-07-25	25.75          	4.810          	0.00           
1989-07-26	26.25          	5.084          	0.00           
1989-07-27	26.00          	4.253          	0.00           
1989-07-28	24.00          	4.868          	0.00           
1989-07-29	19.75          	5.454          	0.00           
1989-07-30	19.00          	1.952          	0.00           
1989-07-31	17.50          	1.443          	15.00          
1989-08-01	18.50          	2.904          	3.00           
1989-08-02	21.75          	3.867          	0.00           
1989-08-03	23.75          	4.959          	0.00           
1989-08-04	25.50          	4.899          	0.00           
1989-08-05	26.75          	5.221          	0.00           
1989-08-06	26.00          	4.929          	0.00           
1989-08-07	22.50          	3.368          	3.00           
1989-08-08	15.50          	3.632          	0.00           
1989-08-09	16.25          	3.817          	0.00           
1989-08-10	17.00          	3.360          	0.00           
1989-08-11	18.00          	2.122          	4.00           
1989-08-12	18.50          	1.767          	5.00           
1989-08-13	22.25          	3.321          	0.00           
