DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
1989-08-14	22.75          	3.078          	0.00           
1989-08-15	22.00          	3.022          	0.00           
1989-08-16	23.75          	3.741          	0.00           
1989-08-17	22.50          	4.443          	0.00           
1989-08-18	19.25          	3.129          	0.00           
1989-08-19	18.25          	1.476          	13.00          
1989-08-20	21.00          	3.303          	0.00           
1989-08-21	23.50          	4.084          	0.00           
1989-08-22	22.75          	4.977          	0.00           
1989-08-23	24.75          	3.917          	0.00           
1989-08-24	22.25          	4.577          	0.00           
1989-08-25	18.50          	4.388          	0.00           
1989-08-26	18.50          	4.021          	0.00           
1989-08-27	19.25          	3.123          	0.00           
1989-08-28	22.00          	3.083          	0.00           
1989-08-29	23.25          	2.260          	0.00           
1989-08-30	23.75          	4.580          	0.00           
1989-08-31	20.75          	4.801          	0.00           
1989-09-01	21.25          	3.562          	0.00           
1989-09-02	20.50          	3.684          	0.00           
1989-09-03	16.50          	4.264          	0.00           
1989-09-04	16.25          	4.064          	0.00           
1989-09-05	15.75          	3.067          	0.00           
1989-09-06	18.00          	2.210          	0.00           
1989-09-07	18.75          	3.247          	0.00           
1989-09-08	19.75          	3.439          	0.00           
1989-09-09	22.50          	3.830          	0.00           
1989-09-10	24.50          	4.306          	0.00           
1989-09-11	24.00          	3.230          	0.00           
1989-09-12	20.25          	3.052          	0.00           
1989-09-13	20.50          	1.826          	0.00           
1989-09-14	22.75          	2.476          	0.00           
1989-09-15	21.50          	2.521          	0.00           
1989-09-16	18.00          	1.193          	0.00           
1989-09-17	18.00          	2.271          	9.00           
1989-09-18	17.50          	2.247          	0.00           
1989-09-19	17.00          	1.536          	22.00          
1989-09-20	19.50          	1.604          	27.00          
1989-09-21	23.25          	2.043          	7.00           
1989-09-22	23.75          	2.374          	11.00          
1989-09-23	18.75          	2.792          	8.00           
1989-09-24	10.50          	3.028          	0.00           
1989-09-25	9.50           	2.578          	0.00           
1989-09-26	14.50          	2.761          	22.00          
1989-09-27	11.00          	3.086          	0.00           
1989-09-28	9.50           	2.835          	0.00           
1989-09-29	13.00          	3.419          	0.00           
1989-09-30	15.00          	2.563          	0.00           
1989-10-01	13.25          	2.193          	0.00           
1989-10-02	17.25          	1.675          	20.00          
1989-10-03	16.00          	2.865          	0.00           
1989-10-04	11.00          	2.792          	0.00           
1989-10-05	11.00          	2.890          	0.00           
1989-10-06	13.50          	2.721          	0.00           
1989-10-07	12.50          	2.360          	0.00           
1989-10-08	7.25           	1.761          	0.00           
1989-10-09	5.75           	1.652          	0.00           
1989-10-10	6.75           	2.152          	0.00           
1989-10-11	9.75           	2.080          	0.00           
1989-10-12	11.75          	3.282          	0.00           
1989-10-13	15.50          	3.213          	0.00           
1989-10-14	15.00          	2.355          	0.00           
1989-10-15	18.25          	2.902          	0.00           
1989-10-16	19.25          	3.399          	0.00           
1989-10-17	19.00          	1.349          	14.00          
1989-10-18	13.00          	1.869          	8.00           
1989-10-19	7.00           	0.856          	37.00          
1989-10-20	6.75           	1.153          	22.00          
1989-10-21	5.25           	1.558          	17.00          
1989-10-22	8.50           	2.251          	0.00           
1989-10-23	8.75           	1.850          	0.00           
1989-10-24	9.75           	1.624          	0.00           
1989-10-25	12.25          	2.500          	0.00           
1989-10-26	13.50          	2.538          	0.00           
1989-10-27	13.75          	2.352          	0.00           
1989-10-28	15.00          	1.968          	0.00           
1989-10-29	15.00          	1.554          	0.00           
1989-10-30	14.00          	1.963          	0.00           
1989-10-31	16.00          	1.361          	6.00           
1989-11-01	10.75          	1.832          	6.00           
1989-11-02	6.50           	1.172          	0.00           
1989-11-03	5.50           	1.044          	4.00           
1989-11-04	2.00           	1.161          	0.00           
1989-11-05	5.25           	1.550          	0.00           
1989-11-06	10.00          	1.917          	0.00           
1989-11-07	9.00           	1.661          	0.00           
1989-11-08	11.25          	1.059          	0.00           
1989-11-09	11.00          	1.659          	10.00          
1989-11-10	6.25           	1.681          	8.00           
1989-11-11	5.25           	1.453          	0.00           
1989-11-12	6.75           	1.475          	0.00           
1989-11-13	5.75           	1.708          	0.00           
1989-11-14	11.00          	2.567          	0.00           
1989-11-15	16.00          	2.178          	0.00           
1989-11-16	13.25          	2.841          	31.00          
1989-11-17	2.75           	1.418          	0.00           
1989-11-18	0.50           	1.164          	0.00           
1989-11-19	-1.25          	0.849          	0.00           
1989-11-20	5.75           	2.109          	0.00           
1989-11-21	3.25           	1.968          	2.00           
1989-11-22	-3.50          	0.522          	0.00           
1989-11-23	-3.75          	0.606          	5.00           
1989-11-24	-4.50          	0.885          	0.00           
1989-11-25	-2.00          	1.037          	0.00           
1989-11-26	4.75           	1.106          	0.00           
1989-11-27	4.25           	1.010          	0.00           
1989-11-28	8.25           	1.841          	3.00           
1989-11-29	2.25           	1.374          	0.00           
1989-11-30	-1.25          	0.995          	0.00           
1989-12-01	0.25           	0.715          	0.00           
1989-12-02	-1.00          	1.064          	0.00           
1989-12-03	-2.00          	1.065          	0.00           
1989-12-04	-5.50          	0.698          	0.00           
1989-12-05	-3.50          	0.377          	0.00           
1989-12-06	0.00           	0.487          	0.00           
1989-12-07	1.25           	1.001          	0.00           
1989-12-08	-5.00          	0.489          	0.00           
1989-12-09	-9.50          	0.578          	3.00           
1989-12-10	-8.75          	0.572          	0.00           
1989-12-11	-3.50          	0.454          	0.00           
1989-12-12	-1.75          	0.382          	0.00           
1989-12-13	-2.75          	0.502          	2.00           
1989-12-14	-6.50          	0.504          	0.00           
1989-12-15	-6.75          	0.536          	0.00           
1989-12-16	-7.50          	0.524          	5.00           
1989-12-17	-10.00         	0.502          	0.00           
1989-12-18	-10.25         	0.509          	0.00           
1989-12-19	-10.75         	0.444          	0.00           
1989-12-20	-8.75          	0.652          	0.00           
1989-12-21	-10.25         	0.567          	0.00           
1989-12-22	-12.75         	0.439          	0.00           
1989-12-23	-13.00         	0.395          	0.00           
1989-12-24	-12.25         	0.503          	0.00           
1989-12-25	-10.75         	0.627          	0.00           
